freq,c_resid,unit,nace_r2,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 	2025 
A,TOTAL,PCH_PRE,I552,TR2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	111.76 	-34.72 	76.17 	-10.87 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,TR21	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	111.76 	-34.72 	76.17 	-10.87 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,TR3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-2.41 	7.22 	250.71 	39.99 	59.66 	10.65 	: 
A,TOTAL,PCH_PRE,I552,TR31	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-2.58 	11.14 	337.47 	0.98 	42.41 	16.96 	: 
A,TOTAL,PCH_PRE,I552,TR32	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-1.97 	-2.68 	0 	533.1 	94.44 	1.34 	: 
A,TOTAL,PCH_PRE,I552,TR4	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-12.99 	5.53 	-19.44 	38.48 	-52.16 	66.4 	: 
A,TOTAL,PCH_PRE,I552,TR41	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	481.13 	: 
A,TOTAL,PCH_PRE,I552,TR42	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-12.99 	5.53 	-19.44 	38.48 	-52.33 	64.9 	: 
A,TOTAL,PCH_PRE,I552,TR6	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.09 	28.52 	108.21 	-17.99 	12.79 	54.41 	: 
A,TOTAL,PCH_PRE,I552,TR61	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	151.14 	92.31 	12.94 	: 
A,TOTAL,PCH_PRE,I552,TR62	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1094.95 	: 
A,TOTAL,PCH_PRE,I552,TR63	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.09 	28.52 	104.84 	-20.78 	3.95 	11.54 	: 
A,TOTAL,PCH_PRE,I552,TR7	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1372.8 	-28.52 	48.48 	-2.1 	-2.67 	-0.16 	: 
A,TOTAL,PCH_PRE,I552,TR71	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	208 	-57.92 	93.21 	46.01 	40.04 	-10.31 	: 
A,TOTAL,PCH_PRE,I552,TR72	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-20.74 	42.2 	-11.27 	-16.07 	5.16 	: 
A,TOTAL,PCH_PRE,I552,TR8	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	149.52 	143.13 	: 
A,TOTAL,PCH_PRE,I552,TR83	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	149.52 	143.13 	: 
A,TOTAL,PCH_PRE,I552,TR9	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24.71 	-59.95 	70.42 	-87.55 	267.99 	78.02 	: 
A,TOTAL,PCH_PRE,I552,TR90	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24.71 	-59.95 	70.42 	-87.55 	267.99 	78.02 	: 
A,TOTAL,PCH_PRE,I552,TRB	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-1.63 	62.6 	29.3 	3.29 	6.76 	: 
A,TOTAL,PCH_PRE,I552,TRB1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-1.63 	62.6 	29.3 	3.29 	6.76 	: 
A,TOTAL,PCH_PRE,I552,UK	: 	3.4 	3.1 	-1.5 	12.3 	-11.8 	11.7 	8.6 	-2.7 	9.2 	-28.7 	-12 	-3 	-0.5 	-17.4 	10.02 	-10.04 	-9.06 	4.71 	3.41 	-22.59 	-7 	247.92 b	: 	: 	11.46 	2.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKC	: 	-1.9 e	2.8 e	-2 e	16.6 	11.2 	-13.4 	: 	: 	-8.6 	-43.4 	-5 	21.6 	0 	-29.3 	-25.74 	-49.54 	4.49 	30.12 	8.83 	68.55 	-51.1 	564.8 b	: 	: 	: 	2.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKC1	: 	-1.6 e	2.2 e	-3.1 e	18.2 	-0.1 	: 	: 	: 	52.5 	19.2 	-48 	40.6 	66.7 	-23.2 	: 	: 	: 	: 	2.94 	-28.74 	-71.8 	1241.86 b	: 	: 	: 	-13.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKC2	: 	-2.2 e	3.3 e	-1.1 e	15.3 	20.3 	: 	: 	: 	-15.6 	-56.8 	20 	16.9 	-19.7 	-33.1 	10.08 	-67.16 	29.52 	14.66 	12.48 	123.64 	-47.36 	499.36 b	: 	: 	: 	7.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKD	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.4 	-31.7 	-14 	-19.1 	-8.9 	7.2 	66.51 	-1.8 	-19.41 	-7.67 	1.73 	-15.05 	-14.43 	302.61 b	: 	: 	: 	1.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKD1	: 	-1.5 e	2 e	-3.4 e	18.6 	5.4 	2.5 	-0.3 	38 	14.2 	-55.2 	10 	-19.3 	0 	12.6 	72.62 	-34.89 	37.48 	-18.52 	21.07 	-24.3 	-37.85 	434.3 b	: 	: 	: 	0.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKD3	: 	-1.7 e	2.4 e	-2.7 e	17.5 	-1.2 	6.8 	: 	: 	63.6 	2.5 	10 	-65.9 	96.8 	3.5 	45.2 	-0.9 	-16.87 	14.26 	-13.15 	-5.1 	15.14 	197.68 b	: 	: 	: 	-0.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKD4	: 	-1.7 e	2.5 e	-2.5 e	17.4 	20.5 	: 	: 	-39.3 	48.2 	-19.7 	-33 	-24.2 	-8 	-19.6 	67.86 	47.7 	-75.46 	57.05 	0.79 	-25.05 	-56.75 	767.15 b	: 	: 	: 	4.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKD6	: 	: 	: 	: 	: 	: 	: 	: 	: 	-68.1 	310 	-27 	146.7 	-54.1 	: 	640.74 	20.65 	-34.96 	6.11 	-64.25 	161.54 	: @C	78.42 b	: 	: 	: 	-0.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKD7	: 	: 	: 	: 	: 	67.9 	: 	: 	-70.6 	-35 	0 	-53 	-11.1 	: 	: 	23.9 	55.16 	-27.57 	-31.18 	-39.33 	32.85 	: @C	109.14 b	: 	: 	: 	5.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKE	: 	-1.6 e	2.2 e	-3 e	18 	-3.8 	9.1 	-3.7 	-6.6 	7.3 	2.8 	-30 	9.1 	-19.2 	-7.6 	-10.3 	-35.44 	-28.94 	111.48 	-40.38 	-12.31 	14.6 	396.56 b	: 	: 	: 	3.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKE1	: 	-1.7 e	2.3 e	-2.8 e	17.7 	2.7 	: 	: 	: 	47.4 	-10.4 	-41 	61.8 	-48.5 	-3.7 	-34.44 	-9.35 	-76.67 	160.04 	24.57 	-65.57 	1.57 	1053.68 b	: 	: 	: 	10.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKE2	: 	-2.3 e	3.5 e	-0.8 e	14.9 	-12.6 	: 	: 	-15.4 	7.4 	-18.8 	-15 	2.4 	-11.5 	-28.7 	23.85 	-41.68 	-47.46 	221.57 	-55.55 	10.91 	8.71 	448.69 b	: 	: 	: 	0.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKE3	: 	-1.5 e	2 e	-3.4 e	18.6 	2.7 	3 	: 	: 	-50 	466.7 	-94 	200 	266.7 	-8.7 	: 	: 	: 	-74.64 	393.64 	: 	: 	372.9 b	: 	: 	: 	0.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKE4	: 	-1.4 e	1.8 e	-3.7 e	19 	3 	6.2 	: 	: 	-50.8 	210.3 	-12 	-41.8 	-65.2 	369.7 	-26.06 	-40.5 	56.31 	33.22 	-57.36 	51.73 	3.18 	67.39 b	: 	: 	: 	6.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKF	: 	65.4 e	2.6 e	-2.4 e	17.1 	-39.6 	-0.2 	158.9 	-37.4 	32.5 	-54 	-2 	46.2 	-21.8 	-11.7 	32.17 	-20.6 	-13.2 	28.96 	-17.51 	-42.16 	56.2 	109.6 b	: 	: 	: 	12.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKF1	: 	-1.4 e	1.9 e	-3.5 e	18.8 	-0.1 	6.6 	31.2 	-61.6 	60 	-64.4 	101 	-72.9 	83.3 	29.8 	180.64 	-40.3 	30.26 	1.16 	-4.02 	-44.28 	73.01 	99.34 b	: 	: 	: 	9.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKF2	: 	-1.7 e	2.3 e	-2.8 e	17.8 	5.6 	-4.1 	: 	: 	32.5 	-19.6 	-73 	172.7 	266.7 	-58.1 	34.85 	5.12 	-14.57 	146.49 	-67.8 	-5.11 	-38.29 	82.29 b	: 	: 	: 	25.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKF3	: 	: 	: 	: 	: 	: 	: 	: 	: 	26 	-52.9 	-18 	108.9 	-42.7 	-7.8 	-17.13 	-4.16 	-43.11 	31.32 	-0.4 	-47.68 	72.1 	126.44 b	: 	: 	: 	1.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKG	: 	-1.9 e	2.8 e	-1.9 e	16.4 	39.5 	-31.7 	17.6 	-72.9 	150.9 	-49 	5 	-31.9 	-42.9 	29.6 	77.94 	-14.98 	64.82 	-10.83 	-33.53 	9 	-28.7 	230.56 b	: 	: 	: 	0.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKG1	: 	-2.3 e	3.4 e	-0.9 e	15 	-12.3 	: 	: 	: 	364.6 	-48.9 	-27 	1.2 	-59.5 	-9.2 	114.66 	-41.4 	27.3 	92.47 	-65.68 	108.77 	-29.82 	129.47 b	: 	: 	: 	-1.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKG2	: 	-1.9 e	2.8 e	-2 e	16.6 	-9 	: 	: 	-86 	163.5 	-80.4 	227 	-50 	0 	50.3 	-11.08 	30.19 	23.28 	-7.61 	-10.43 	-37.97 	-64.72 	971.76 b	: 	: 	: 	3.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKG3	: 	-1.8 e	2.6 e	-2.3 e	17 	46.1 	-32.7 	: 	: 	16.8 	-7.4 	-15 	-33.8 	: 	: 	199.12 	-19.6 	120.38 	-44.1 	-17.85 	5.51 	-9.43 	153.75 b	: 	: 	: 	-0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKH	: 	-1.7 e	2.4 e	-2.6 e	17.5 	-3 	8.5 	: 	: 	33.3 	-59.5 	-16 	18.1 	9.4 	-0.5 	-19.84 	-14.02 	4.96 	-28.19 	39.8 	-26.92 	-12.01 	213.68 b	: 	: 	: 	10.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKH1	: 	-2 e	3 e	-1.6 e	16 	-16.2 	25.2 	148.3 	4.2 	49.7 	-60.7 	-22 	30 	-3.4 	-12 	-2.65 	-23.69 	14.15 	-27.31 	49.6 	-38.95 	3.01 	226.7 b	: 	: 	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKH2	: 	-1.6 e	2.1 e	-3.1 e	18.2 	-2 	7.5 	: 	: 	-36.6 	-19.6 	-57 	-18.8 	230.8 	: 	55.3 	71.45 	-1.45 	-54.24 	20.17 	-0.28 	-60.15 	221.37 b	: 	: 	: 	26.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKH3	: 	-1.5 e	2 e	-3.3 e	18.5 	11.9 	-5.6 	: 	: 	-29.9 	-58.5 	80 	-35.2 	87.7 	71.2 	-76.83 	3.72 	-58.72 	59.41 	-37.56 	208.26 	-49.72 	79.24 b	: 	: 	: 	8.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKI	: 	: 	: 	: 	: 	: 	: 	: 	: 	31.3 	-12.7 	2 	7 	-2.3 	-6.5 	16.72 	21.96 	-10.42 	19.6 	17.52 	-20.71 	3.95 	76.74 b	: 	: 	: 	4.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKI1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	35.3 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKI3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKI4	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKI5	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKI6	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKI7	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKJ	: 	-2.1 e	3.2 e	-1.3 e	15.7 	-18.3 	17.6 	: 	: 	18.9 	-29 	-11 	-33.5 	80.1 	-44.4 	42.03 	8.96 	-28.95 	20.1 	11.32 	-31.85 	-4.76 	136.09 b	: 	: 	: 	-0.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKJ1	: 	-2.2 e	3.2 e	-1.3 e	15.5 	-20.2 	25.5 	: 	: 	40.3 	-2.2 	-21 	0 	30.1 	-28.1 	42.77 	7.89 	-25.98 	-18.2 	12.95 	-24.33 	12.39 	122.27 b	: 	: 	: 	0.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKJ2	: 	-2.5 e	3.8 e	-0.2 e	14.1 	-30.3 	20.9 	15.5 	4.9 	39.4 	-39.3 	3 	-45.4 	119.3 	-63.8 	106.66 	-1.04 	-19.31 	40.1 	-3.74 	-26.76 	-24.7 	160.38 b	: 	: 	: 	0.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKJ3	: 	-1.7 e	2.4 e	-2.6 e	17.5 	-6.9 	9.5 	26.2 	-8.1 	9.9 	-22.4 	-57 	: 	: 	-2.7 	-18.9 	1.31 	-27.03 	36.02 	52.55 	-39.35 	-20.86 	226.74 b	: 	: 	: 	-10.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKJ4	: 	-2 e	3 e	-1.7 e	16.2 	-11.6 	12.3 	: 	: 	-23.4 	-45.3 	117 	-0.5 	0.5 	-59.1 	66.02 	33.32 	-53.44 	21 	4.19 	-46.02 	90.72 	15.42 b	: 	: 	: 	4.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKK	: 	-1.8 e	2.5 e	-2.4 e	17.2 	-3.7 	3.2 	88.4 	3.4 	9 	-25.2 	-35 	4.2 	7.1 	-24.2 	-1.28 	-13.57 	-5.32 	3 	-7.96 	-6.25 	-31.7 	438.1 b	: 	: 	: 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKK1	: 	-1.7 e	2.3 e	-2.8 e	17.7 	4.4 	-1.1 	: 	: 	29.4 	-11.8 	-34 	70.2 	42.7 	-42.1 	41.13 	25.91 	-18.33 	14.15 	40.46 	-40.08 	-7.8 	263.11 b	: 	: 	: 	4.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKK2	: 	-1.8 e	2.5 e	-2.5 e	17.2 	-6.4 	3.4 	259.8 	5.1 	10.4 	-59.8 	-8 	-21.6 	18.8 	-15.5 	21.88 	-6.68 	10.11 	8.26 	-30.81 	-20.25 	-25.3 	284.75 b	: 	: 	: 	1.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKK3	: 	: 	: 	: 	: 	: 	: 	: 	: 	28.8 	0 	0 	27.2 	-45.6 	-35 	-39.6 	0.61 	-11.33 	-30.61 	41.21 	9.57 	-30.21 	641.7 b	: 	: 	: 	-0.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKK4	: 	: 	: 	: 	: 	: 	: 	: 	: 	-8 	0.1 	0 	: 	: 	-11.7 	3.48 	-46.1 	-15.9 	14.97 	-28.76 	62.57 	-54.75 	674.38 b	: 	: 	: 	-4.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKL	: 	-1.5 e	2 e	-3.3 e	18.5 	2.6 	10.5 	33.9 	13 	-6.4 	0 	-31 	-16.2 	5.9 	-19 	-24.19 	-37.16 	11.73 	-0.35 	30.75 	-40.1 	16.85 	258.43 b	: 	: 	: 	1.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKL1	: 	: 	: 	: 	: 	: 	: 	: 	: 	-66.3 	0.8 	-1 	30.9 	27.3 	-22.5 	-44.97 	-60.98 	126.81 	-0.48 	21.91 	-36.98 	11.99 	278.6 b	: 	: 	: 	0.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKL2	: 	: 	: 	: 	: 	: 	: 	: 	: 	645 	-0.1 	0 	-92.6 	0 	19.4 	121.49 	7.9 	-70.25 	21.81 	59.34 	-59.51 	78.69 	195.53 b	: 	: 	: 	2.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKM	: 	-2 e	2.9 e	-1.7 e	16.2 	-15.8 	17.9 	-20.2 	44 	-33.9 	-15.4 	47 	-13.5 	-2.1 	-15 	28.25 	-2.98 	-12.29 	-55.87 	127.06 	-35.17 	-5.65 	329.1 b	: 	: 	: 	-0.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKM2	: 	: 	: 	: 	: 	: 	: 	: 	: 	-22.5 	-73.9 	-2 	252.4 	-2.2 	-20.2 	8.5 	12.1 	-8.9 	-54.1 	110.2 	-24.7 	7 	199.5 b	: 	: 	: 	1.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKM3	: 	: 	: 	: 	: 	: 	: 	: 	: 	-62.6 	84.4 	-5 	-38.3 	27.3 	-23.9 	10.1 	-21.3 	11.4 	48.49 	-37.1 	-50.4 	0.4 	330.5 b	: 	: 	: 	3.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKM5	: 	: 	: 	: 	: 	: 	: 	: 	: 	35.7 	-52.6 	-56 	225 	: 	: 	101.81 	-25.65 	: 	: 	: 	: 	: 	3012.1 b	: 	: 	: 	-1.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKM6	: 	: 	: 	: 	: 	: 	: 	: 	: 	-0.5 	15.7 	2 	7.7 	5.2 	-7.2 	44.64 	10.27 	-19.02 	-31 	41.44 	-29.72 	-24.47 	488.28 b	: 	: 	: 	-8.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKN	: 	-1.5 e	2.1 e	-3.3 e	18.4 	4.8 	: 	: 	: 	: 	: 	-17 	: 	: 	-71 	32.13 	-48.4 	121.31 	2.48 	-68.45 	284.4 	-1.72 	588.43 b	: 	: 	: 	1.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,UKN0	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-17 	: 	: 	-71 	32.13 	-48.4 	121.31 	2.48 	-68.45 	: 	: 	588.43 b	: 	: 	: 	1.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,PCH_PRE,I552_I553,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-33.13 e	-60.25 e	65.81 e	37.88 e	106.94 e	30.97 	: 
A,TOTAL,PCH_PRE,I552_I553,AL0	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-33.13 e	-60.25 e	65.81 e	37.88 e	106.94 e	30.97 	: 
A,TOTAL,PCH_PRE,I552_I553,AL01	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-24.18 e	-61.8 e	33.69 e	63.69 e	121.08 e	-10.16 	: 
A,TOTAL,PCH_PRE,I552_I553,AL02	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-48.97 e	-11.38 e	69.21 e	-58.26 e	302.64 e	140.43 	: 
A,TOTAL,PCH_PRE,I552_I553,AL03	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-37.66 e	-67.97 e	107 e	57.63 e	71.57 e	48.78 	: 
A,TOTAL,PCH_PRE,I552_I553,AT	: 	0.9 	1.2 	-5.3 	-1.3 	-3.6 	-1.8 	-0.5 	16.3 	4.8 	1.5 	4 	5.3 	9.5 	-1.4 	0.69 	1.07 	4.28 	6.56 	2.13 	0.04 	5.14 	6.42 b	2.32 	1.36 	6.89 	7.92 	5.48 	7.23 	5.04 	-35.26 	-11.12 	72.82 	16.63 	5.65 	5.38 
A,TOTAL,PCH_PRE,I552_I553,AT1	: 	: 	: 	: 	: 	-3.3 	-0.4 	-2.6 	10.4 	-1.2 	0.6 	-1 	4.2 	7.5 	0.5 	2.71 	-3.46 	8.06 	10.76 	0.3 	1.16 	8.92 	9.91 b	0.14 	5.59 	-1.05 	6.92 	4.8 	13.36 	12.3 	-56.01 	7.82 	84.57 	33.51 	12.49 	5.11 
A,TOTAL,PCH_PRE,I552_I553,AT11	: 	3.4 	-6.2 	-2 	4.1 	-11.3 	-10.3 	-7 	18.5 	3.3 	4.9 	-20 	4.8 	12 	-6.4 	3.11 	-1.79 	13.42 	11.54 	0.27 	-2.23 	8.44 	3.94 b	-4.91 	2.83 	4.43 	19.44 	3.46 	0.15 	7.24 	-21.51 	1.24 	8.95 	32.16 	5.53 	6.38 
