freq,c_resid,unit,nace_r2,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 	2025 
A,TOTAL,PCH_PRE,I552,PL43	: 	: 	: 	: 	: 	: 	3.2 	-8.3 	-10.4 	-13.3 	42.9 	-3 	-10.5 	8.8 	-41.3 	601.36 	-84.11 	7.56 	13.11 	-10.44 	-3.71 	-3.28 	2.32 b	-12.65 	-1.26 	9 	6.22 	-7.87 	5.25 	1.37 	-39.28 	15.45 	14.85 	-10.67 	47.33 	: 
A,TOTAL,PCH_PRE,I552,PL5	: 	: 	: 	: 	: 	: 	4.3 	-8.8 	9.6 	-10.4 	19.4 	24 	-13.4 	-4.5 	-10.7 	-3.3 	2.54 	4.82 	-0.12 	-10.19 	-11.81 	2.02 	10.36 b	-3.93 	-0.84 	5.14 	17.22 	7.28 	2.62 	-2.32 	-49.02 	11.52 	39.34 	16.14 	10.66 	: 
A,TOTAL,PCH_PRE,I552,PL51	: 	: 	: 	: 	: 	: 	4.6 	-8.6 	9.2 	-10.7 	24.7 	23 	-14.6 	-7 	-11.6 	-3.03 	1.41 	4.03 	-0.23 	-10.78 	-11.56 	-1.26 	10.59 b	-2.61 	-0.88 	5.45 	17.43 	9.12 	3.69 	-2.63 	-48.48 	11.41 	42.09 	16.28 	10.87 	: 
A,TOTAL,PCH_PRE,I552,PL52	: 	: 	: 	: 	: 	: 	1.8 	-10.1 	14.5 	-7.6 	-31 	25 	6.7 	28.4 	-2.4 	-5.68 	12.83 	11.24 	0.77 	-5.73 	-13.64 	26.09 	9 b	-11.63 	-0.64 	3.13 	15.91 	-4.95 	-5.56 	0.25 	-53.42 	12.44 	14.84 	14.52 	8.3 	: 
A,TOTAL,PCH_PRE,I552,PL6	: 	: 	: 	: 	: 	: 	-0.6 	9.7 	5.9 	1.6 	3.2 	-12 	-6.6 	4.8 	0 	-1.37 	8.2 	5.52 	1.69 	-3.97 	-7.62 	-5.96 	8.09 b	-0.28 	5.61 	9.16 	9.21 	4.08 	3.73 	2.41 	-39.09 	16.43 	23.69 	4.54 	8.71 	: 
A,TOTAL,PCH_PRE,I552,PL61	: 	: 	: 	: 	: 	: 	-13.8 	9.7 	26 	1.1 	23.5 	-11 	-7 	8.9 	-4.8 	-0.09 	4.48 	5.27 	-0.29 	4.76 	-10.73 	-1.95 	7.39 b	0.83 	-0.09 	7.54 	13.13 	10.17 	-0.73 	1.61 	-53.43 	23.67 	35.66 	4.17 	4.18 	: 
A,TOTAL,PCH_PRE,I552,PL62	: 	: 	: 	: 	: 	: 	4.1 	-2.1 	2.2 	-1.4 	-13.7 	-20 	-9.2 	2.9 	3.5 	199.15 	-61.96 	-1.91 	11.55 	-5.63 	-1.26 	-9.06 	6.38 b	-10.31 	5.84 	1.06 	8.22 	-6.76 	3.52 	7.91 	-30.99 	14.75 	17.15 	11.67 	6.54 	: 
A,TOTAL,PCH_PRE,I552,PL63	: 	: 	: 	: 	: 	: 	1.4 	16.5 	2 	3.3 	3.9 	-9 	-5.5 	3.8 	0.9 	-68.57 	234.96 	8.29 	-0.78 	-6.69 	-8.65 	-6.39 	9.06 b	3.05 	7.93 	12.41 	8.04 	4.86 	5.62 	1.32 	-35.72 	14.88 	21.98 	2.67 	10.91 	: 
A,TOTAL,PCH_PRE,I552,PL7	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.76 	-11.09 	-58.03 	39.47 	26.57 	6 	17.03 	: 
A,TOTAL,PCH_PRE,I552,PL71	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-4.47 	-18.74 	-59.48 	30.79 	17.3 	6.78 	17.14 	: 
A,TOTAL,PCH_PRE,I552,PL72	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12.17 	3.12 	-55.91 	51.15 	37.37 	5.23 	16.92 	: 
A,TOTAL,PCH_PRE,I552,PL8	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.27 	-0.91 	-42.9 	14.42 	15.85 	4.92 	17.73 	: 
A,TOTAL,PCH_PRE,I552,PL81	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.31 	-3.28 	-46.98 	20.67 	10.84 	8.24 	5.86 	: 
A,TOTAL,PCH_PRE,I552,PL82	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.56 	-2.32 	-38.53 	14.76 	15.95 	7.37 	17.27 	: 
A,TOTAL,PCH_PRE,I552,PL84	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.71 	7.22 	-47.39 	3.24 	25.06 	-8.14 	42.95 	: 
A,TOTAL,PCH_PRE,I552,PL9	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23.98 	-2.78 	-56.55 	26.12 	57.49 	1.34 	18.96 	: 
A,TOTAL,PCH_PRE,I552,PL91	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.36 	5.01 	-57.31 	24.35 	62.96 	5.8 	13.65 	: 
A,TOTAL,PCH_PRE,I552,PL92	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	73.02 	-26.35 	-53.29 	33.12 	37.37 	-18.13 	48.9 	: 
A,TOTAL,PCH_PRE,I552,PT	: 	: 	: 	: 	: 	: 	7.7 	16.5 	-6.2 	36.9 	5.8 	: @C	2.4 	0.1 	-0.6 	1.95 	-3.61 	16.61 	6.11 	4.61 	-3.55 	-8.94 	-11.27 b	99.77 b	10.99 	64.56 	35.75 	48.35 	51.11 	24.24 	-60.2 	60.29 	80.2 	16.53 	5.31 	: 
A,TOTAL,PCH_PRE,I552,PT1	: 	: 	: 	: 	: 	: 	7.8 	15.7 	-7.4 	36.1 	5.3 	-6 	1.6 	0.6 	-0.7 	2.47 	-3.65 	17.71 	10.75 	0.53 	-3.78 	-7.26 	-13.51 b	91 b	10.17 	68 	38.85 	49.43 	49.65 	24.93 	-59.97 	56.7 	79.84 	15.61 	4.8 	: 
A,TOTAL,PCH_PRE,I552,PT11	: 	: 	: 	: 	: 	: 	12.4 	5.9 	-17.1 	45.9 	15.3 	-10 	37.1 	-3.7 	-23.7 	17.75 	-4.31 	27.94 	16.27 	2.08 	-1.53 	-11.96 	-17.48 b	130.66 b	10.12 	44.66 	28.75 	42.35 	47.37 	36.45 	-60.19 	59.91 	83.86 	17.67 	5.88 	: 
A,TOTAL,PCH_PRE,I552,PT15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	45 	-17.7 	17.2 	-4.9 	-4.52 	-4.54 	1.97 	16.87 	-0.55 	-5.82 	4.57 	-15.84 b	60.02 b	-9.39 	75.38 	56.59 	57.29 	66.13 	16.64 	-61.18 	73.61 	81.3 	18.42 	10.45 	: 
A,TOTAL,PCH_PRE,I552,PT16	: 	: 	: 	: 	: 	: 	: 	44.9 	-14.5 	17.7 	10.6 	-5 	-9 	6.5 	19.1 	-12.18 	2.35 	27.88 	6.74 	1.97 	-7.11 	-8.53 	-19.6 b	63.86 b	1.92 	46.9 	41.15 	49.83 	44.15 	15.03 	-45.23 	51.87 	52.31 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,PT17	: 	: 	: 	: 	: 	: 	: 	8 	4.7 	66.5 	-11.1 	-21 	-2.5 	-2.2 	12.2 	10.37 	-2.91 	2.61 	3.29 	-9.86 	8.16 	-5.48 	0.17 b	17.08 b	23.01 	134.8 	50.66 	58.63 	57.79 	24.79 	-73.33 	61.95 	126.65 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,PT18	: 	: 	: 	: 	: 	: 	: 	12.4 	-7.1 	16.7 	387.3 	-2 	-9.8 	-23.6 	-30.2 	5.56 	-49.02 	75.7 	50.68 	48.87 	-40.23 	-7.17 	-21.82 b	807.85 b	21.13 	55.71 	22.18 	35.56 	27.02 	25.73 	-38.5 	39.9 	37.72 	: 	: 	: 
A,TOTAL,PCH_PRE,I552,PT19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.98 	: 
A,TOTAL,PCH_PRE,I552,PT1A	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.55 	: 
A,TOTAL,PCH_PRE,I552,PT1B	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.81 	: 
A,TOTAL,PCH_PRE,I552,PT1C	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.3 	: 
A,TOTAL,PCH_PRE,I552,PT1D	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.03 	: 
A,TOTAL,PCH_PRE,I552,PT2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: 	: 	: @C	: @C	: @C	: 	77.29 b	15.16 	19.23 	6.2 	11.98 	242.53 	14.37 	-71.08 	133.88 	82.64 	28.67 	12.93 	: 
A,TOTAL,PCH_PRE,I552,PT20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: 	: 	: 	: @C	: @C	: 	77.29 b	15.16 	19.23 	6.2 	11.98 	242.53 	14.37 	-71.08 	133.88 	82.64 	28.67 	12.93 	: 
A,TOTAL,PCH_PRE,I552,PT3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: 	: 	: 	: @C	: @C	: 	: 	: @C	: @C	: @C	: 	749.86 b	21.44 	38.81 	-4.02 	38.79 	18.57 	12.33 	-56.7 	128.41 	86.68 	28.23 	9.97 	: 
A,TOTAL,PCH_PRE,I552,PT30	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: 	: 	: 	: @C	: @C	: 	: 	: 	: @C	: @C	: 	749.86 b	21.44 	38.81 	-4.02 	38.79 	18.57 	12.33 	-56.7 	128.41 	86.68 	28.23 	9.97 	: 
A,TOTAL,PCH_PRE,I552,RO	: 	26.4 	-60.7 	16.3 	-33.5 	58.5 	-1.5 	-14.1 	-18.6 	-13.9 	14.8 	-1 	-34.4 	-11 	0.1 	-19.86 	-13.92 	-3.1 	-3.39 	-10.27 	-27.24 	6.37 	989.12 b	11.59 	8.87 	21.7 	13.7 	18.12 	11.56 	4.44 	: 	: 	7.59 	9.07 	-1.39 	-10.57 
A,TOTAL,PCH_PRE,I552,RO1	: 	17.3 	-58.8 	19.3 	-34.8 	59.4 	6.8 	-22 	-7.8 	-22.4 	30.4 	-22 	-42 	1 	-13.8 	5.87 	-23.66 	10.92 	-16.83 	-1.89 	-30.84 	-5.47 	2035.75 b	21.69 	8.43 	24.54 	18 	21.57 	10.07 	2.39 	: 	: 	10.36 	8.58 	-3.8 	-9.33 
A,TOTAL,PCH_PRE,I552,RO11	: 	15.5 	-58.7 	19.6 	-33 	53.1 	2.9 	-22 	11.4 	-50.8 	-15.2 	13 	1.8 	-18.3 	-10.5 	-18.5 	-2.72 	24.52 	-7.1 	-5.51 	-34.51 	-19.07 	1319.19 b	16.02 	11.42 	26.25 	20.32 	39.67 	15.84 	0.42 	: 	: 	18.7 	6.94 	0.97 	-10.11 
A,TOTAL,PCH_PRE,I552,RO12	: 	18.5 	-58.9 	19.1 	-36.1 	64.2 	9.6 	-22 	-20.5 	3.6 	50.3 	-31 	-59.5 	20.4 	-16 	23.61 	-33.71 	1.34 	-25.24 	2 	-27.18 	6.71 	2522.67 b	23.78 	7.39 	23.93 	17.15 	14.8 	7.44 	3.35 	: 	: 	6.63 	9.39 	-6.13 	-8.91 
A,TOTAL,PCH_PRE,I552,RO2	: 	55.8 	-67.3 	34 	-41.4 	54.1 	0.1 	-13.2 	-13.7 	23.5 	5.6 	2 	-33.7 	-18 	-1.5 	-36.44 	-10.08 	-9.8 	13.25 	-8.62 	-45.52 	39.67 	559.03 b	0.4 	10.95 	16.51 	10.02 	12.88 	20.84 	10.01 	: 	: 	6.02 	14.14 	1.2 	-11.06 
A,TOTAL,PCH_PRE,I552,RO21	: 	2.7 	-47.6 	-7.3 	-26.7 	58.2 	0.9 	-13.8 	-19.1 	-12 	12.3 	6 	-20.5 	-11.5 	-22 	-35.63 	12.01 	1.2 	5.42 	-9.29 	-20.93 	9.85 	1183.23 b	0.28 	10.43 	16.38 	11.46 	15.3 	8.28 	10.59 	: 	: 	13.95 	9.28 	-2.61 	-13.02 
A,TOTAL,PCH_PRE,I552,RO22	: 	88.9 	-74 	62.2 	-47.2 	51.9 	-0.4 	-12.9 	-10.6 	41.6 	3.5 	1 	-38.4 	-21 	9.3 	-36.74 	-18.5 	-15.56 	18.16 	-8.25 	-59.13 	71.6 	131.17 b	0.87 	12.9 	17.01 	4.74 	3.4 	75.71 	8.44 	: 	: 	-17.76 	34.38 	14.08 	-5.41 
A,TOTAL,PCH_PRE,I552,RO3	: 	-4.4 	-43.4 	1.7 	-17.9 	55.1 	-16.1 	-1 	-22.2 	-50.5 	8.9 	17 	-12.8 	-13.7 	21.7 	-12.8 	-13.46 	3.84 	-9.4 	-21.44 	6.69 	-15.67 	441.1 b	6.33 	11.3 	15.05 	10.91 	10.78 	6.21 	8.26 	: 	: 	8.79 	-0.17 	16.12 	-25.16 
A,TOTAL,PCH_PRE,I552,RO31	: 	38.3 	-57.5 	-7.5 	-34.4 	80.2 	-4.4 	-9.8 	-22.5 	-12.4 	-1.8 	16 	-6.1 	-12.1 	9.6 	-23.66 	-8.66 	3.45 	-1.07 	-25.78 	8.83 	-14.4 	487.93 b	6.05 	13.1 	15.76 	11.55 	4.72 	6.23 	10.01 	: 	: 	6.83 	0.55 	19.1 	-27.45 
A,TOTAL,PCH_PRE,I552,RO32	: 	-62.9 	28.4 	17.2 	4.3 	34 	-29.4 	12.4 	-21.7 	: 	: 	22 	-57.4 	-36.9 	270.2 	53.06 	-27.95 	5.33 	-40.78 	5.89 	-2.73 	-21.96 	187.68 b	9.37 	-7.99 	5.69 	1.73 	106.76 	5.99 	-5.78 	: 	: 	30.88 	-6.83 	-13.58 	6.24 
A,TOTAL,PCH_PRE,I552,RO4	: 	24 	-63.3 	-2 	-31.3 	70.4 	1.5 	-16.7 	-40.1 	-32.2 	23.8 	32 	-44.3 	-1.9 	2.6 	-19.81 	-3.96 	-21.45 	-3.97 	-10.97 	-17.84 	6.03 	1401.31 b	4.65 	6.07 	24.56 	7.51 	18.3 	9.02 	1.85 	: 	: 	0.45 	9.55 	-8.22 	-2.55 
A,TOTAL,PCH_PRE,I552,RO41	: 	37.3 	-65.2 	1.3 	-39.7 	87.9 	1.4 	-14.5 	-66.6 	: 	: 	54 	-36.2 	2 	18.2 	6.03 	-6.04 	-53.16 	: 	: 	: 	: 	: 	15.82 	3.81 	21.45 	18.73 	29.03 	2.64 	6.41 	: 	: 	1.65 	14.77 	-10.03 	-8.19 
A,TOTAL,PCH_PRE,I552,RO42	: 	13.5 	-61.5 	-4.8 	-23.7 	57.7 	1.6 	-18.5 	-16.3 	-37.6 	43 	26 	-47.1 	-3.5 	-4.3 	-33.7 	-2.16 	4.73 	9.13 	-15.28 	-12.92 	-14.99 	1407.88 b	-0.75 	7.34 	26.25 	1.63 	11.73 	13.53 	-1.07 	: 	: 	-0.68 	4.51 	-6.3 	3.19 
A,TOTAL,PCH_PRE,I552,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.01 	-2.17 	17.52 	17.34 	: 	: 	: 	: 	16.44 	136.06 	9.07 	4.13 	: 
A,TOTAL,PCH_PRE,I552,RS1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	30.64 	395.8 	16.31 	11.16 	: 
A,TOTAL,PCH_PRE,I552,RS11	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.74 	603.08 	32.33 	18.26 	: 
A,TOTAL,PCH_PRE,I552,RS12	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	45.04 	293.58 	2.19 	3.05 	: 
A,TOTAL,PCH_PRE,I552,RS2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.66 	77.58 	4.53 	-0.78 	: 
A,TOTAL,PCH_PRE,I552,RS21	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.06 	83.4 	6.57 	3.23 	: 
A,TOTAL,PCH_PRE,I552,RS22	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.92 	66.9 	0.4 	-9.38 	: 
A,TOTAL,PCH_PRE,I552,SE	: 	-26 	1.1 	8.3 	20.4 	: 	: 	-2.5 	0.3 	1.4 	3.5 	2 	37.2 	-3.4 	-3.7 	0.63 	4 	2.83 	-1.38 	2.04 	-1.54 	-3.44 	1.18 b	-3.44 	5.17 	3.75 	-1.01 	0.7 	2.81 	5.54 	-41.18 	26.47 	21.08 	-4.3 	-2.58 	: 
A,TOTAL,PCH_PRE,I552,SE1	: 	: 	: 	: 	: 	: 	: 	: 	5.9 	2 	7.1 	2 	44.4 	-2.6 	1.4 	1.22 	10.8 	1.54 	5.94 	1.97 	-1.11 	-2.49 	2.9 b	2.25 	-3.82 	11.87 	-2.37 	-5.53 	-2.26 	12.78 	-50.2 	24 	45.46 	-2.16 	5.43 	: 
A,TOTAL,PCH_PRE,I552,SE11	: 	: 	: 	: 	: 	: 	: 	: 	8 	1.2 	1.7 	2 	50.1 	-1.8 	7.6 	6.59 	6.42 	-0.1 	15.43 	2.71 	-0.67 	-2.95 	2.68 b	1.57 	-3.99 	11.66 	1.02 	-11.02 	-3.39 	22.85 	-53.83 	27.83 	49.79 	-3.13 	12.18 	: 
A,TOTAL,PCH_PRE,I552,SE12	: 	: 	: 	: 	: 	: 	: 	: 	3.2 	3 	14.4 	2 	37.6 	-3.5 	-6.7 	-6.95 	18.43 	4.09 	-8.29 	0.55 	-1.96 	-1.58 	3.32 b	3.57 	-3.51 	12.27 	-8.69 	5.77 	-0.29 	-4.12 	-42.39 	17.42 	37.34 	-0.16 	-7.96 	: 
A,TOTAL,PCH_PRE,I552,SE2	: 	: 	: 	: 	: 	: 	: 	: 	233 	-4.2 	6.8 	2 	68.4 	1.1 	-3.3 	0.04 	3.59 	2.51 	0.56 	-0.07 	-1.9 	-3.94 	0.44 b	-6.89 	8.42 	1.06 	-2.54 	7.5 	-0.75 	5.91 	-41.41 	41.3 	21.95 	-4.72 	-7.06 	: 
A,TOTAL,PCH_PRE,I552,SE21	: 	: 	: 	: 	: 	: 	: 	: 	: 	-6.2 	2.5 	6 	50.8 	-11.3 	-0.1 	0.33 	6.11 	10.61 	3.55 	4.88 	3.62 	-6.94 	6.52 b	-16.77 	5.92 	-2.28 	4.94 	13.36 	-2.53 	8.89 	-42.02 	61.32 	10.72 	-8.36 	-6.47 	: 
A,TOTAL,PCH_PRE,I552,SE22	: 	: 	: 	: 	: 	: 	: 	: 	5.6 	-7.4 	23.8 	1 	54.4 	0.4 	-4.5 	-3.5 	2.73 	0.37 	-9 	0.42 	-8.76 	-3.62 	-5.03 b	-7.26 	9.99 	-3.14 	-4.91 	8.97 	1.42 	0.05 	-33.91 	14.99 	30.17 	0.11 	-0.87 	: 
A,TOTAL,PCH_PRE,I552,SE23	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.6 	-4.3 	-1 	107.9 	13.3 	-4.7 	2.68 	2.38 	-2.08 	5.41 	-4.61 	-2.23 	-1.17 	-1.73 b	3.33 	9.57 	6.06 	-6.77 	1.95 	-0.34 	6.59 	-44.87 	39 	30.07 	-3.86 	-11.02 	: 
A,TOTAL,PCH_PRE,I552,SE3	: 	: 	: 	: 	: 	: 	: 	: 	-3 	4.4 	0.4 	3 	16.7 	-7.6 	-6.5 	0.87 	0.75 	3.9 	-7.4 	4.24 	-1.45 	-3.56 	0.79 b	-3.87 	8.49 	1.2 	1.36 	-1.29 	9.55 	1.1 	-35.25 	15.16 	7.36 	-5.32 	-3.18 	: 
A,TOTAL,PCH_PRE,I552,SE31	: 	: 	: 	: 	: 	: 	: 	: 	-3.6 	2.5 	-0.7 	3 	19.2 	-5 	-6.5 	3.62 	2.6 	4.56 	-12.54 	11.04 	-3.22 	-6.81 	-1.67 b	-13.53 	9.52 	-4.43 	3.87 	-1.34 	15.61 	-3.1 	-35.33 	17.12 	-4.95 	-3.92 	-6.44 	: 
A,TOTAL,PCH_PRE,I552,SE32	: 	: 	: 	: 	: 	: 	: 	: 	-8.9 	10.4 	-0.9 	-3 	10.8 	-15.2 	-9.6 	-2.42 	1.1 	0.03 	6.42 	-3.15 	3.04 	3.76 	6.68 b	3.41 	2.28 	15.52 	-1 	-5.34 	7.74 	1.05 	-26.41 	12.29 	-3.68 	-10.3 	-11.98 	: 
A,TOTAL,PCH_PRE,I552,SE33	: 	: 	: 	: 	: 	: 	: 	: 	4.7 	4 	4.3 	6 	15.6 	-7.7 	-4.3 	-3.35 	-4.16 	4.88 	-3.09 	-6.7 	0.13 	-0.39 	2.25 b	14.01 	11.47 	1.25 	-1.11 	2.18 	0.1 	9.85 	-41.88 	13.97 	43.65 	-4.05 	6.62 	: 
A,TOTAL,PCH_PRE,I552,SI	: 	: 	: 	3.1 	3.4 	-9.4 	-0.4 	49.1 	-3.8 	1.1 	-2.3 	61 	2.77 	-6.9 	1.66 	1.74 	0.88 	7.07 	-1.32 	2.34 	11.85 	4.64 	36.15 b	7.63 	3.49 	19.38 	15.64 	18.25 	: 	: 	-43.8 	27.48 	39.88 	5.93 	5.07 	7.25 
A,TOTAL,PCH_PRE,I552,SI0	: 	: 	: 	: 	: 	: 	-0.4 	49.1 	-3.8 	1.1 	-2.3 	81 	-8.32 	-6.9 	1.66 	1.74 	0.88 	7.07 	-1.32 	2.34 	11.85 	4.64 	36.15 b	7.63 	3.49 	19.38 	15.64 	18.25 	: 	: 	-43.8 	27.48 	39.88 	5.93 	5.07 	7.25 
A,TOTAL,PCH_PRE,I552,SI03	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-27.21 	-10.25 	-0.38 	12.71 	4.42 	10.5 	4.45 	6.71 	4.44 	-0.52 	24.92 b	1.14 	2.33 	12.37 	9.44 	9.34 	: 	: 	-34.25 	22.64 	32.06 	2.34 	5.71 	6.61 
A,TOTAL,PCH_PRE,I552,SI04	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.7 	-4.87 	2.83 	-4.3 	-1.42 	4.72 	-5.5 	-1.16 	18.26 	8.59 	44.03 b	11.57 	4.14 	23.17 	18.7 	22.3 	: 	: 	-46.96 	29.46 	42.92 	7.21 	4.85 	7.47 
A,TOTAL,PCH_PRE,I552,SK	: 	-45 	-26.8 	-6.1 	56.7 	6.8 	38.3 	5.5 	44.1 	8.3 	-6.3 	22 	-1.8 	-1 	-9.2 	4.76 	6.1 	8.46 	7.86 	-17.27 	-9.14 	-2.05 	1.82 b	4.05 	-6.21 	9.61 	14.37 	6.8 	4.87 	21.24 	-47.62 	-17.69 	51.47 	27.58 	2.49 	: 
A,TOTAL,PCH_PRE,I552,SK0	: 	: 	: 	: 	: 	: 	38.3 	5.5 	44.1 	8.3 	-6.3 	22 	-1.8 	-1 	-9.2 	4.76 	6.1 	8.46 	7.86 	-17.27 	-9.14 	-2.05 	1.82 b	4.05 	-6.21 	9.61 	14.37 	6.8 	4.87 	21.24 	-47.62 	-17.69 	51.47 	27.58 	2.49 	: 
A,TOTAL,PCH_PRE,I552,SK01	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.45 	22.3 	27.78 	-1.69 	-7.86 	-15.9 	-1.94 	9.97 b	10.1 	1.52 	12.85 	21.94 	5.77 	5.41 	20.93 	-62.17 	: @C	70.29 	41.19 	2.92 	: 
A,TOTAL,PCH_PRE,I552,SK02	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.36 	2.05 	6.02 	9.46 	-16.66 	-5.22 	-2.9 	-0.39 b	-0.2 	1.25 	9.92 	7.08 	6.77 	1.58 	19.65 	-52.94 	: @C	41.84 	16.89 	8.29 	: 
A,TOTAL,PCH_PRE,I552,SK03	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-7.1 	4.74 	4.76 	3.49 	6.61 	-17.47 	-7.25 	-0.83 	0.66 b	2.79 	-9.83 	9.9 	10.52 	7.94 	11.48 	21.81 	-38.46 	-18.84 	48.34 	24.62 	2.13 	: 
A,TOTAL,PCH_PRE,I552,SK04	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-8.2 	-0.73 	4.35 	7.55 	13.81 	-22.24 	-10.63 	-3.01 	0.65 b	5.59 	-12.36 	6.49 	20.67 	6.2 	-1.42 	22.05 	-44.25 	-24.74 	52.62 	31 	-1.44 	: 
A,TOTAL,PCH_PRE,I552,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-0.13 	-6.21 	4.79 	13.13 	-30.32 	57.24 	: 
